No.,Type_of_fiber,Fiber_diameter,Embedded_length,Young’s_modulus_of_fiber,Poisson’s_ratio_of_fiber,Type_of_matrix,Young’s_modulus_of_matrix,Poisson’s_ratio_of_matrix,Loading_rate,Prepare_temperature,Test_temperature,Fmax,IFSS
693,3,7.15,63.9,230,0.26,10,1.2,0.35,0.0017,20,25,0.011,7.6
694,3,7.15,69.9,230,0.26,10,1.2,0.35,0.0017,20,25,0.014,8.9
695,3,7.15,71.9,230,0.26,10,1.2,0.35,0.0017,20,25,0.013,8.1
696,3,7.15,72.9,230,0.26,10,1.2,0.35,0.0017,20,25,0.01,6.1
697,3,7.15,78,230,0.26,10,1.2,0.35,0.0017,20,25,0.014,8
698,3,7.15,80,230,0.26,10,1.2,0.35,0.0017,20,25,0.017,9.5
699,3,7.15,82,230,0.26,10,1.2,0.35,0.0017,20,25,0.019,10.3
700,3,7.15,84.8,230,0.26,10,1.2,0.35,0.0017,20,25,0.016,8.4
701,3,7.15,89.8,230,0.26,10,1.2,0.35,0.0017,20,25,0.017,8.4
702,3,7.15,97.9,230,0.26,10,1.2,0.35,0.0017,20,25,0.02,9.1
703,3,7.15,101.9,230,0.26,10,1.2,0.35,0.0017,20,25,0.021,9.2
704,3,7.15,114.9,230,0.26,10,1.2,0.35,0.0017,20,25,0.023,8.9
705,3,7.15,31.9,230,0.26,10,1.2,0.35,0.0017,70,25,0.011,15.4
706,3,7.15,40,230,0.26,10,1.2,0.35,0.0017,70,25,0.015,16.7
707,3,7.15,41.9,230,0.26,10,1.2,0.35,0.0017,70,25,0.015,15.9
708,3,7.15,45.1,230,0.26,10,1.2,0.35,0.0017,70,25,0.017,16.8
709,3,7.15,49.1,230,0.26,10,1.2,0.35,0.0017,70,25,0.016,14.5
710,3,7.15,50,230,0.26,10,1.2,0.35,0.0017,70,25,0.021,18.7
711,3,7.15,50.9,230,0.26,10,1.2,0.35,0.0017,70,25,0.022,19.2
712,3,7.15,57.9,230,0.26,10,1.2,0.35,0.0017,70,25,0.02,15.4
713,3,7.15,60,230,0.26,10,1.2,0.35,0.0017,70,25,0.023,17.1
714,3,7.15,67.9,230,0.26,10,1.2,0.35,0.0017,70,25,0.02,13.1
715,3,7.15,71.9,230,0.26,10,1.2,0.35,0.0017,70,25,0.018,11.2
716,3,7.15,74,230,0.26,10,1.2,0.35,0.0017,70,25,0.025,15.1
717,3,7.15,76.8,230,0.26,10,1.2,0.35,0.0017,70,25,0.031,18
718,3,7.15,78.9,230,0.26,10,1.2,0.35,0.0017,70,25,0.025,14.1
719,3,7.15,80.9,230,0.26,10,1.2,0.35,0.0017,70,25,0.021,11.6
720,3,7.15,80.9,230,0.26,10,1.2,0.35,0.0017,70,25,0.03,16.5
721,3,7.15,87,230,0.26,10,1.2,0.35,0.0017,70,25,0.028,14.3
722,3,7.15,92.1,230,0.26,10,1.2,0.35,0.0017,70,25,0.029,14
723,3,7.15,103,230,0.26,10,1.2,0.35,0.0017,70,25,0.029,12.6
724,3,7.15,127,230,0.26,10,1.2,0.35,0.0017,70,25,0.037,13
725,3,7.15,40.9,230,0.26,10,1.2,0.35,0.0017,210,25,0.017,18.5
726,3,7.15,43.1,230,0.26,10,1.2,0.35,0.0017,210,25,0.017,17.6
727,3,7.15,43.9,230,0.26,10,1.2,0.35,0.0017,210,25,0.019,19.2
728,3,7.15,48,230,0.26,10,1.2,0.35,0.0017,210,25,0.022,20.5
729,3,7.15,51,230,0.26,10,1.2,0.35,0.0017,210,25,0.029,25.3
730,3,7.15,52,230,0.26,10,1.2,0.35,0.0017,210,25,0.035,30
731,3,7.15,53.9,230,0.26,10,1.2,0.35,0.0017,210,25,0.027,22.3
732,3,7.15,56,230,0.26,10,1.2,0.35,0.0017,210,25,0.031,24.7
733,3,7.15,63.1,230,0.26,10,1.2,0.35,0.0017,210,25,0.031,21.9
734,3,7.15,66.9,230,0.26,10,1.2,0.35,0.0017,210,25,0.04,26.6
735,3,7.15,68,230,0.26,10,1.2,0.35,0.0017,210,25,0.033,21.7
736,3,7.15,69,230,0.26,10,1.2,0.35,0.0017,210,25,0.038,24.6
737,3,7.15,69.9,230,0.26,10,1.2,0.35,0.0017,210,25,0.035,22.2
738,3,7.15,76,230,0.26,10,1.2,0.35,0.0017,210,25,0.042,24.6
739,3,7.15,83,230,0.26,10,1.2,0.35,0.0017,210,25,0.043,23.1
740,3,7.15,89,230,0.26,10,1.2,0.35,0.0017,210,25,0.051,25.5
741,3,7.15,89.9,230,0.26,10,1.2,0.35,0.0017,210,25,0.042,20.8
742,3,7.15,89.9,230,0.26,10,1.2,0.35,0.0017,210,25,0.049,24.2
743,3,7.15,90.9,230,0.26,10,1.2,0.35,0.0017,210,25,0.047,23
744,3,7.15,98,230,0.26,10,1.2,0.35,0.0017,210,25,0.048,21.8
745,3,7.15,27.1,230,0.26,10,1.2,0.35,0.0017,270,25,0.026,42.8
746,3,7.15,43,230,0.26,10,1.2,0.35,0.0017,270,25,0.039,40.4
747,3,7.15,44,230,0.26,10,1.2,0.35,0.0017,270,25,0.032,32.4
748,3,7.15,46,230,0.26,10,1.2,0.35,0.0017,270,25,0.035,33.9
749,3,7.15,46,230,0.26,10,1.2,0.35,0.0017,270,25,0.034,32.9
750,3,7.15,53.9,230,0.26,10,1.2,0.35,0.0017,270,25,0.044,36.3
751,3,7.15,57.9,230,0.26,10,1.2,0.35,0.0017,270,25,0.053,40.8
752,3,7.15,61.9,230,0.26,10,1.2,0.35,0.0017,270,25,0.053,38.1
753,3,7.15,67.1,230,0.26,10,1.2,0.35,0.0017,270,25,0.057,37.9
754,3,7.15,70,230,0.26,10,1.2,0.35,0.0017,270,25,0.065,41.4
755,3,7.15,72,230,0.26,10,1.2,0.35,0.0017,270,25,0.055,34
756,3,7.15,73,230,0.26,10,1.2,0.35,0.0017,270,25,0.055,33.5
757,3,7.15,73,230,0.26,10,1.2,0.35,0.0017,270,25,0.057,34.8
758,3,7.15,73.9,230,0.26,10,1.2,0.35,0.0017,270,25,0.064,38.7
759,3,7.15,76,230,0.26,10,1.2,0.35,0.0017,270,25,0.056,32.8
760,3,7.15,76,230,0.26,10,1.2,0.35,0.0017,270,25,0.054,31.6
761,3,7.15,84,230,0.26,10,1.2,0.35,0.0017,270,25,0.061,32.4
762,3,7.15,88,230,0.26,10,1.2,0.35,0.0017,270,25,0.061,30.9
763,3,7.15,88.9,230,0.26,10,1.2,0.35,0.0017,270,25,0.057,28.6
764,3,7.15,91,230,0.26,10,1.2,0.35,0.0017,270,25,0.073,35.8
765,3,7.15,35,230,0.26,10,1.2,0.35,0.0017,370,25,0.032,40.7
766,3,7.15,35,230,0.26,10,1.2,0.35,0.0017,370,25,0.033,42
767,3,7.15,36,230,0.26,10,1.2,0.35,0.0017,370,25,0.032,39.6
768,3,7.15,36,230,0.26,10,1.2,0.35,0.0017,370,25,0.035,43.3
769,3,7.15,37,230,0.26,10,1.2,0.35,0.0017,370,25,0.033,39.7
770,3,7.15,38,230,0.26,10,1.2,0.35,0.0017,370,25,0.038,44.5
771,3,7.15,38,230,0.26,10,1.2,0.35,0.0017,370,25,0.039,45.7
772,3,7.15,39,230,0.26,10,1.2,0.35,0.0017,370,25,0.038,43.4
773,3,7.15,39,230,0.26,10,1.2,0.35,0.0017,370,25,0.04,45.7
774,3,7.15,40,230,0.26,10,1.2,0.35,0.0017,370,25,0.037,41.2
775,3,7.15,40,230,0.26,10,1.2,0.35,0.0017,370,25,0.039,43.4
776,3,7.15,41,230,0.26,10,1.2,0.35,0.0017,370,25,0.037,40.2
777,3,7.15,42,230,0.26,10,1.2,0.35,0.0017,370,25,0.041,43.5
778,3,7.15,43,230,0.26,10,1.2,0.35,0.0017,370,25,0.04,41.4
779,3,7.15,43,230,0.26,10,1.2,0.35,0.0017,370,25,0.041,42.5
780,3,7.15,44,230,0.26,10,1.2,0.35,0.0017,370,25,0.039,39.4
781,3,7.15,44,230,0.26,10,1.2,0.35,0.0017,370,25,0.043,43.5
782,3,7.15,44,230,0.26,10,1.2,0.35,0.0017,370,25,0.044,44.5
783,3,7.15,45,230,0.26,10,1.2,0.35,0.0017,370,25,0.041,40.6
784,3,7.15,46,230,0.26,10,1.2,0.35,0.0017,370,25,0.045,43.6
785,3,7.15,47,230,0.26,10,1.2,0.35,0.0017,370,25,0.044,41.7
786,3,7.15,48,230,0.26,10,1.2,0.35,0.0017,370,25,0.046,42.7
787,3,7.15,50,230,0.26,10,1.2,0.35,0.0017,370,25,0.048,42.8
788,3,7,39.6,230,0.26,3,3.5,0.36,0.04,120,25,0.046,50.7
789,3,7,43.9,230,0.26,3,3.5,0.36,0.04,120,25,0.052,51.8
790,3,7,45.7,230,0.26,3,3.5,0.36,0.04,120,25,0.047,45.6
791,3,7,48.5,230,0.26,3,3.5,0.36,0.04,120,25,0.067,60.8
792,3,7,48.7,230,0.26,3,3.5,0.36,0.04,120,25,0.062,56.5
793,3,7,53.4,230,0.26,3,3.5,0.36,0.04,120,25,0.068,56.1
794,3,7,53.6,230,0.26,3,3.5,0.36,0.04,120,25,0.062,51
795,3,7,55.2,230,0.26,3,3.5,0.36,0.04,120,25,0.054,43.1
796,3,7,57.7,230,0.26,3,3.5,0.36,0.04,120,25,0.074,56.5
797,3,7,59.5,230,0.26,3,3.5,0.36,0.04,120,25,0.072,53.6
798,3,7,60.1,230,0.26,3,3.5,0.36,0.04,120,25,0.08,58.6
799,3,7,60.5,230,0.26,3,3.5,0.36,0.04,120,25,0.064,46.3
800,3,7,60.9,230,0.26,3,3.5,0.36,0.04,120,25,0.061,44.9
801,3,7,63.1,230,0.26,3,3.5,0.36,0.04,120,25,0.078,55
802,3,7,63.4,230,0.26,3,3.5,0.36,0.04,120,25,0.066,46
803,3,7,64,230,0.26,3,3.5,0.36,0.04,120,25,0.067,46
804,3,7,65,230,0.26,3,3.5,0.36,0.04,120,25,0.077,52.1
805,3,7,67,230,0.26,3,3.5,0.36,0.04,120,25,0.084,55.7
806,3,7,70,230,0.26,3,3.5,0.36,0.04,120,25,0.09,56.8
807,3,7,73.1,230,0.26,3,3.5,0.36,0.04,120,25,0.076,46.3
808,3,7,75.7,230,0.26,3,3.5,0.36,0.04,120,25,0.085,49.6
809,3,7,76.8,230,0.26,3,3.5,0.36,0.04,120,25,0.072,41.3
810,3,7,76.8,230,0.26,3,3.5,0.36,0.04,120,25,0.087,50
811,3,7,76.8,230,0.26,3,3.5,0.36,0.04,120,25,0.102,58.6
812,3,7,78.4,230,0.26,3,3.5,0.36,0.04,120,25,0.082,46
813,3,7,79,230,0.26,3,3.5,0.36,0.04,120,25,0.097,54.3
814,3,7,79,230,0.26,3,3.5,0.36,0.04,120,25,0.104,58.3
815,3,7,82.4,230,0.26,3,3.5,0.36,0.04,120,25,0.08,42.7
816,3,7,85.1,230,0.26,3,3.5,0.36,0.04,120,25,0.101,52.1
817,3,7,95,230,0.26,3,3.5,0.36,0.04,120,25,0.107,49.2
818,3,7,95.4,230,0.26,3,3.5,0.36,0.04,120,25,0.096,44.5
819,5,17.5,125.9,75.7,0.17,4,3.259,0.36,0.01,150,25.6,0.184,26.6
820,5,17.5,139.4,75.7,0.17,4,3.259,0.36,0.01,150,25.6,0.205,26.8
821,5,17.5,178.3,75.7,0.17,4,3.259,0.36,0.01,150,25.6,0.263,26.8
822,5,17.5,232.2,75.7,0.17,4,3.259,0.36,0.01,150,25.6,0.337,26.4
823,5,17.5,283.1,75.7,0.17,4,3.259,0.36,0.01,150,25.6,0.416,26.7
824,5,17.5,335.5,75.7,0.17,4,3.259,0.36,0.01,150,25.6,0.485,26.3
825,5,17.5,388,75.7,0.17,4,3.259,0.36,0.01,150,25.6,0.549,25.8
826,5,17.5,125.9,75.7,0.17,4,2.955,0.36,0.01,150,40,0.158,22.8
827,5,17.5,179.8,75.7,0.17,4,2.955,0.36,0.01,150,40,0.213,21.5
828,5,17.5,230.7,75.7,0.17,4,2.955,0.36,0.01,150,40,0.265,20.9
829,5,17.5,244.2,75.7,0.17,4,2.955,0.36,0.01,150,40,0.279,20.8
830,5,17.5,256.2,75.7,0.17,4,2.955,0.36,0.01,150,40,0.284,20.2
831,5,17.5,283.1,75.7,0.17,4,2.955,0.36,0.01,150,40,0.315,20.3
832,5,17.5,335.5,75.7,0.17,4,2.955,0.36,0.01,150,40,0.363,19.7
833,5,17.5,388,75.7,0.17,4,2.955,0.36,0.01,150,40,0.406,19
834,5,17.5,440.4,75.7,0.17,4,2.955,0.36,0.01,150,40,0.459,18.9
835,5,17.5,492.8,75.7,0.17,4,2.955,0.36,0.01,150,40,0.499,18.4
836,5,17.5,179.8,75.7,0.17,4,2.786,0.36,0.01,150,60,0.184,18.6
837,5,17.5,232.2,75.7,0.17,4,2.786,0.36,0.01,150,60,0.22,17.2
838,5,17.5,271.2,75.7,0.17,4,2.786,0.36,0.01,150,60,0.246,16.5
839,5,17.5,284.6,75.7,0.17,4,2.786,0.36,0.01,150,60,0.256,16.3
840,5,17.5,335.5,75.7,0.17,4,2.786,0.36,0.01,150,60,0.289,15.7
841,5,17.5,388,75.7,0.17,4,2.786,0.36,0.01,150,60,0.325,15.2
842,5,17.5,440.4,75.7,0.17,4,2.786,0.36,0.01,150,60,0.358,14.8
843,5,17.5,492.8,75.7,0.17,4,2.786,0.36,0.01,150,60,0.389,14.4
844,5,17.5,127.4,75.7,0.17,4,2.185,0.36,0.01,150,80,0.138,19.8
845,5,17.5,179.8,75.7,0.17,4,2.185,0.36,0.01,150,80,0.16,16.2
846,5,17.5,190.3,75.7,0.17,4,2.185,0.36,0.01,150,80,0.162,15.5
847,5,17.5,230.7,75.7,0.17,4,2.185,0.36,0.01,150,80,0.181,14.3
848,5,17.5,283.1,75.7,0.17,4,2.185,0.36,0.01,150,80,0.201,12.9
849,5,17.5,335.5,75.7,0.17,4,2.185,0.36,0.01,150,80,0.224,12.2
850,5,17.5,388,75.7,0.17,4,2.185,0.36,0.01,150,80,0.244,11.4
851,5,17.5,440.4,75.7,0.17,4,2.185,0.36,0.01,150,80,0.265,10.9
852,5,17.5,492.8,75.7,0.17,4,2.185,0.36,0.01,150,80,0.287,10.6
853,5,17.5,543.7,75.7,0.17,4,2.185,0.36,0.01,150,80,0.306,10.2
854,5,17.5,178.3,75.7,0.17,4,1.731,0.36,0.01,150,100,0.129,13.1
855,5,17.5,230.7,75.7,0.17,4,1.731,0.36,0.01,150,100,0.141,11.1
856,5,17.5,269.7,75.7,0.17,4,1.731,0.36,0.01,150,100,0.148,10
857,5,17.5,283.1,75.7,0.17,4,1.731,0.36,0.01,150,100,0.155,10
858,5,17.5,335.5,75.7,0.17,4,1.731,0.36,0.01,150,100,0.165,8.9
859,5,17.5,388,75.7,0.17,4,1.731,0.36,0.01,150,100,0.177,8.3
860,5,17.5,440.4,75.7,0.17,4,1.731,0.36,0.01,150,100,0.191,7.9
861,5,17.5,491.3,75.7,0.17,4,1.731,0.36,0.01,150,100,0.203,7.5
862,5,17.5,543.7,75.7,0.17,4,1.731,0.36,0.01,150,100,0.215,7.2
863,5,17.5,596.1,75.7,0.17,4,1.731,0.36,0.01,150,100,0.227,6.9
864,5,17.5,115.4,75.7,0.17,4,1.731,0.36,0.01,150,120,0.083,13.2
865,5,17.5,127.4,75.7,0.17,4,1.731,0.36,0.01,150,120,0.088,12.6
866,5,17.5,179.8,75.7,0.17,4,1.731,0.36,0.01,150,120,0.091,9.2
867,5,17.5,232.2,75.7,0.17,4,1.731,0.36,0.01,150,120,0.1,7.8
868,5,17.5,284.6,75.7,0.17,4,1.731,0.36,0.01,150,120,0.105,6.7
869,5,17.5,337,75.7,0.17,4,1.731,0.36,0.01,150,120,0.11,5.9
870,5,17.5,389.5,75.7,0.17,4,1.731,0.36,0.01,150,120,0.112,5.2
871,5,17.5,441.9,75.7,0.17,4,1.731,0.36,0.01,150,120,0.122,5
872,8,7,80,233,0.2,7,3.96,0.37,0.0333,135,25,0.069,39.3
873,8,7,80,233,0.2,7,3.068,0.37,0.0333,135,60,0.052,29.3
874,8,7,80,233,0.2,7,2.51,0.37,0.0333,135,90,0.054,30.5
875,8,7,80,233,0.2,7,1.59,0.37,0.0333,135,120,0.021,12.2
876,5,17.5,114.7,230,0.2,4,3,0.36,0.01,150,25,0.07,21.7
877,5,17.5,123.1,230,0.2,4,3,0.36,0.01,150,25,0.08,20.8
878,5,17.5,148.3,230,0.2,4,3,0.36,0.01,150,25,0.097,21
879,5,17.5,165,230,0.2,4,3,0.36,0.01,150,25,0.12,20.5
880,5,17.5,162.2,230,0.2,4,3,0.36,0.01,150,25,0.14,21.2
881,5,17.5,179,230,0.2,4,3,0.36,0.01,150,25,0.16,20.4
882,5,17.5,184.6,230,0.2,4,3,0.36,0.01,150,25,0.17,20.9
883,5,17.5,193,230,0.2,4,3,0.36,0.01,150,25,0.173,20.1
884,5,17.5,198.6,230,0.2,4,3,0.36,0.01,150,25,0.187,20.6
885,5,17.5,198.6,230,0.2,4,3,0.36,0.01,150,25,0.213,20.7
886,5,17.5,215.4,230,0.2,4,3,0.36,0.01,150,25,0.263,20.4
887,5,17.5,226.6,230,0.2,4,3,0.36,0.01,150,25,0.307,20.6
888,5,17.5,235,230,0.2,4,3,0.36,0.01,150,25,0.337,20.5
889,5,17.5,251.7,230,0.2,4,3,0.36,0.01,150,25,0.35,19.8
890,5,17.5,237.8,230,0.2,4,3,0.36,0.01,150,25,0.367,19.7
891,5,17.5,257.3,230,0.2,4,3,0.36,0.01,150,25,0.37,19.2
892,5,17.5,274.1,230,0.2,4,3,0.36,0.01,150,25,0.39,19.5
893,5,17.5,254.5,230,0.2,4,3,0.36,0.01,150,25,0.403,19.4
894,5,17.5,262.9,230,0.2,4,3,0.36,0.01,150,25,0.417,19.4
895,5,17.5,271.3,230,0.2,4,3,0.36,0.01,150,25,0.427,19.1
896,5,17.5,282.5,230,0.2,4,3,0.36,0.01,150,25,0.453,18.8
897,5,17.5,285.3,230,0.2,4,3,0.36,0.01,150,25,0.487,18.4
898,5,17.5,293.7,230,0.2,4,3,0.36,0.01,150,25,0.547,17.8
899,5,17.5,299.3,230,0.2,4,3,0.36,0.01,150,25,0.573,17.4
900,5,17.5,313.3,230,0.2,4,3,0.36,0.01,150,25,0.597,16.9
901,5,17.5,321.7,230,0.2,4,3,0.36,0.01,150,25,0.62,16.5
902,5,17.5,330.1,230,0.2,4,3,0.36,0.01,150,25,0.637,16
903,4,7.2,65,90,0.17,4,3,0.36,0.01,150,25,0.045,39.5
904,4,7.2,65,90,0.17,4,3,0.36,0.01,150,25,0.052,40.5
905,4,7.2,63.3,90,0.17,4,3,0.36,0.01,150,25,0.059,40.2
906,4,7.2,81.7,90,0.17,4,3,0.36,0.01,150,25,0.072,40.7
907,4,7.2,81.7,90,0.17,4,3,0.36,0.01,150,25,0.078,41.3
908,4,7.2,91.7,90,0.17,4,3,0.36,0.01,150,25,0.084,40.3
909,4,7.2,93.3,90,0.17,4,3,0.36,0.01,150,25,0.094,38.9
910,4,7.2,106.7,90,0.17,4,3,0.36,0.01,150,25,0.101,39.4
911,4,7.2,120,90,0.17,4,3,0.36,0.01,150,25,0.107,38.8
912,4,7.2,115,90,0.17,4,3,0.36,0.01,150,25,0.113,37.8
913,4,7.2,111.7,90,0.17,4,3,0.36,0.01,150,25,0.127,38.3
914,4,7.2,120,90,0.17,4,3,0.36,0.01,150,25,0.13,38.3
915,4,7.2,128.3,90,0.17,4,3,0.36,0.01,150,25,0.133,38.3
916,4,7.2,158.3,90,0.17,4,3,0.36,0.01,150,25,0.136,38.3
917,4,7.2,128.3,90,0.17,4,3,0.36,0.01,150,25,0.166,37
918,4,7.2,158.3,90,0.17,4,3,0.36,0.01,150,25,0.193,35.6
919,4,7.2,188.3,90,0.17,4,3,0.36,0.01,150,25,0.218,34.4
920,4,7.2,218.3,90,0.17,4,3,0.36,0.01,150,25,0.238,32.9
921,4,7.2,248.3,90,0.17,4,3,0.36,0.01,150,25,0.255,31.4
922,4,7.2,278.3,90,0.17,4,3,0.36,0.01,150,25,0.271,30
